status,matchMethod,CBR row,CBR scientific name,CBR Chinese name,CBR English name,AviList scientific name used,AviList English name,candidate scientific names,CBR notes
matched_exact,scientificName,828,Corvus torquatus,白颈鸦,Collared Crow,Corvus torquatus,Collared Crow,,
matched_exact,scientificName,829,Corvus macrorhynchos,大嘴乌鸦,Large-billed Crow,Corvus macrorhynchos,Large-billed Crow,,
unmatched,englishName,830,Corvus levaillantii,丛林鸦,Jungle Crow,,,,
matched_exact,scientificName,831,Corvus corax,渡鸦,Common Raven,Corvus corax,Northern Raven,,
matched_exact,scientificName,833,Bombycilla garrulus,太平鸟,Bohemian Waxwing,Bombycilla garrulus,Bohemian Waxwing,,
matched_exact,scientificName,834,Bombycilla japonica,小太平鸟,Japanese Waxwing,Bombycilla japonica,Japanese Waxwing,,
matched_exact,scientificName,836,Chelidorhynx hypoxanthus,黄腹扇尾鹟,Yellow-bellied Fantail,Chelidorhynx hypoxanthus,Yellow-bellied Fantail,,
matched_exact,scientificName,837,Culicicapa ceylonensis,方尾鹟,Grey-headed Canary Flycatcher,Culicicapa ceylonensis,Grey-headed Canary-flycatcher,,
matched_exact,scientificName,839,Cephalopyrus flammiceps,火冠雀,Fire-capped Tit,Cephalopyrus flammiceps,Fire-capped Tit,,
matched_exact,scientificName,840,Sylviparus modestus,黄眉林雀,Yellow-browed Tit,Sylviparus modestus,Yellow-browed Tit,,
matched_exact,scientificName,841,Melanochlora sultanea,冕雀,Sultan Tit,Melanochlora sultanea,Sultan Tit,,
matched_exact,scientificName,842,Periparus rufonuchalis,棕枕山雀,Rufous-naped Tit,Periparus rufonuchalis,Rufous-naped Tit,,
matched_exact,scientificName,843,Periparus rubidiventris,黑冠山雀,Rufous-vented Tit,Periparus rubidiventris,Rufous-vented Tit,,
matched_exact,scientificName,844,Periparus ater,煤山雀,Coal Tit,Periparus ater,Coal Tit,,
matched_name_conflict_avilist_taxonomy_used,englishName,845,Pardaliparus venustulus,黄腹山雀,Yellow-bellied Tit,Periparus venustulus,Yellow-bellied Tit,Periparus venustulus,
matched_exact,scientificName,846,Lophophanes dichrous,褐冠山雀,Grey-crested Tit,Lophophanes dichrous,Grey-crested Tit,,
matched_exact,scientificName,847,Sittiparus varius,杂色山雀,Varied Tit,Sittiparus varius,Varied Tit,,
matched_exact,scientificName,848,Sittiparus castaneoventris,台湾杂色山雀,Chestnut-bellied Tit,Sittiparus castaneoventris,Chestnut-bellied Tit,,
matched_exact,scientificName,849,Poecile superciliosus,白眉山雀,White-browed Tit,Poecile superciliosus,White-browed Tit,,
matched_exact,scientificName,850,Poecile davidi,红腹山雀,Rusty-breasted Tit,Poecile davidi,Pere David's Tit,,
matched_exact,scientificName,851,Poecile palustris,沼泽山雀,Marsh Tit,Poecile palustris,Marsh Tit,,
matched_exact,scientificName,852,Poecile hypermelaenus,黑喉山雀,Black-bibbed Tit,Poecile hypermelaenus,Black-bibbed Tit,,
matched_exact,scientificName,853,Poecile montanus,褐头山雀,Willow Tit,Poecile montanus,Willow Tit,,
matched_exact,scientificName,854,Poecile weigoldicus,川褐头山雀,Sichuan Tit,Poecile weigoldicus,Sichuan Tit,,
matched_exact,scientificName,855,Cyanistes cyanus,灰蓝山雀,Azure Tit,Cyanistes cyanus,Azure Tit,,
matched_exact,scientificName,856,Pseudopodoces humilis,地山雀,Ground Tit,Pseudopodoces humilis,Ground Tit,,
matched_exact,scientificName,857,Parus major,欧亚大山雀,Great Tit,Parus major,Great Tit,,中文名由大山雀改为欧亚大山雀
matched_exact,scientificName,858,Parus cinereus,大山雀,Cinereous Tit,Parus cinereus,Cinereous Tit,,中文名由远东山雀恢复为大山雀，学名由Parus minor改为Parus cinereus
matched_exact,scientificName,859,Parus monticolus,绿背山雀,Green-backed Tit,Parus monticolus,Green-backed Tit,,
matched_exact,scientificName,860,Machlolophus holsti,台湾黄山雀,Yellow Tit,Machlolophus holsti,Yellow Tit,,IUCN红色名录等级由NT降为LC
matched_exact,scientificName,861,Machlolophus xanthogenys,眼纹黄山雀,Himalayan Black-lored Tit,Machlolophus xanthogenys,Himalayan Black-lored Tit,,
matched_exact,scientificName,862,Machlolophus spilonotus,黄颊山雀,Yellow-cheeked Tit,Machlolophus spilonotus,Yellow-cheeked Tit,,
matched_exact,scientificName,864,Remiz pendulinus,欧亚攀雀,Eurasian Penduline Tit,Remiz pendulinus,Eurasian Penduline Tit,,2024年1月27日，新疆艾比湖，汪卉、蒋文妮、克德尔汗·巴亚肯、吐尔洪江·吐尔逊、阙品甲、雷维蟠、张正旺、陈德（汪卉等，2024）
matched_exact,scientificName,865,Remiz macronyx,黑头攀雀,Black-headed Penduline Tit,Remiz macronyx,Black-headed Penduline Tit,,2020年11月1日，新疆伊犁，黄培新（江晓珩等，2023）
matched_exact,scientificName,866,Remiz coronatus,白冠攀雀,White-crowned Penduline Tit,Remiz coronatus,White-crowned Penduline Tit,,
matched_exact,scientificName,867,Remiz consobrinus,中华攀雀,Chinese Penduline Tit,Remiz consobrinus,Chinese Penduline Tit,,
matched_exact,scientificName,869,Panurus biarmicus,文须雀,Bearded Reedling,Panurus biarmicus,Bearded Reedling,,
matched_exact,scientificName,871,Mirafra javanica,歌百灵,Singing Bush Lark,Mirafra javanica,Singing Bush Lark,,英文名由Horsfield's Bush Lark改为Singing Bush Lark
matched_exact,scientificName,872,Alauda leucoptera,白翅云雀,White-winged Lark,Alauda leucoptera,White-winged Lark,,中文名由白翅百灵改为白翅云雀
matched_exact,scientificName,873,Alauda gulgula,小云雀,Oriental Skylark,Alauda gulgula,Oriental Skylark,,
matched_exact,scientificName,874,Alauda arvensis,云雀,Eurasian Skylark,Alauda arvensis,Eurasian Skylark,,
unmatched,englishName,875,Alauda japonica,日本云雀,Japanese Skylark,,,,
matched_exact,scientificName,876,Galerida cristata,凤头百灵,Crested Lark,Galerida cristata,Crested Lark,,
matched_exact,scientificName,877,Eremophila alpestris,角百灵,Horned Lark,Eremophila alpestris,Horned Lark,,
matched_exact,scientificName,878,Calandrella acutirostris,细嘴短趾百灵,Hume's Short-toed Lark,Calandrella acutirostris,Hume's Short-toed Lark,,
matched_exact,scientificName,879,Calandrella dukhunensis,蒙古短趾百灵,Mongolian Short-toed Lark,Calandrella dukhunensis,Mongolian Short-toed Lark,,
matched_exact,scientificName,880,Calandrella brachydactyla,大短趾百灵,Greater Short-toed Lark,Calandrella brachydactyla,Greater Short-toed Lark,,
matched_exact,scientificName,881,Melanocorypha bimaculata,双斑百灵,Bimaculated Lark,Melanocorypha bimaculata,Bimaculated Lark,,中文名由二斑百灵改为双斑百灵
matched_exact,scientificName,882,Melanocorypha calandra,草原百灵,Calandra Lark,Melanocorypha calandra,Calandra Lark,,
matched_exact,scientificName,883,Melanocorypha yeltoniensis,黑百灵,Black Lark,Melanocorypha yeltoniensis,Black Lark,,
matched_exact,scientificName,884,Melanocorypha mongolica,蒙古百灵,Mongolian Lark,Melanocorypha mongolica,Mongolian Lark,,
matched_exact,scientificName,885,Melanocorypha maxima,长嘴百灵,Tibetan Lark,Melanocorypha maxima,Tibetan Lark,,
matched_exact,scientificName,886,Alaudala cheleensis,亚洲短趾百灵,Asian Short-toed Lark,Alaudala cheleensis,Asian Short-toed Lark,,
matched_exact,scientificName,887,Alaudala heinei,中亚短趾百灵,Turkestan Short-toed Lark,Alaudala heinei,Turkestan Short-toed Lark,,
matched_exact,scientificName,889,Alophoixus flaveolus,黄腹冠鹎,White-throated Bulbul,Alophoixus flaveolus,White-throated Bulbul,,
matched_exact,scientificName,890,Alophoixus pallidus,白喉冠鹎,Puff-throated Bulbul,Alophoixus pallidus,Puff-throated Bulbul,,
matched_exact,scientificName,891,Alcurus striatus,纵纹绿鹎,Striated Bulbul,Alcurus striatus,Striated Bulbul,,
matched_exact,scientificName,892,Iole propinqua,灰眼短脚鹎,Grey-eyed Bulbul,Iole propinqua,Grey-eyed Bulbul,,
matched_exact,scientificName,893,Hemixos flavala,灰短脚鹎,Ashy Bulbul,Hemixos flavala,Ashy Bulbul,,
matched_exact,scientificName,894,Hemixos castanonotus,栗背短脚鹎,Chestnut Bulbul,Hemixos castanonotus,Chestnut Bulbul,,
matched_exact,scientificName,895,Ixos mcclellandii,绿翅短脚鹎,Mountain Bulbul,Ixos mcclellandii,Mountain Bulbul,,
matched_exact,scientificName,896,Hypsipetes amaurotis,栗耳短脚鹎,Brown-eared Bulbul,Hypsipetes amaurotis,Brown-eared Bulbul,,
matched_exact,scientificName,897,Hypsipetes leucocephalus,黑短脚鹎,Black Bulbul,Hypsipetes leucocephalus,Black Bulbul,,
matched_name_conflict_avilist_taxonomy_used,englishName,898,Brachypodius melanocephalos,黑头鹎,Black-headed Bulbul,Microtarsus melanocephalos,Black-headed Bulbul,Microtarsus melanocephalos,
matched_exact,scientificName,899,Rubigula flaviventris,黑冠黄鹎,Black-crested Bulbul,Rubigula flaviventris,Black-crested Bulbul,,
matched_exact,scientificName,900,Spizixos canifrons,凤头雀嘴鹎,Crested Finchbill,Spizixos canifrons,Crested Finchbill,,
matched_exact,scientificName,901,Spizixos semitorques,领雀嘴鹎,Collared Finchbill,Spizixos semitorques,Collared Finchbill,,
matched_exact,scientificName,902,Pycnonotus conradi,条耳鹎,Streak-eared Bulbul,Pycnonotus conradi,Streak-eared Bulbul,,2022年12月28日，云南西双版纳，莫国巍、范仕祥、李炯超（莫国巍等，2023）
matched_exact,scientificName,903,Pycnonotus finlaysoni,纹喉鹎,Stripe-throated Bulbul,Pycnonotus finlaysoni,Stripe-throated Bulbul,,
matched_exact,scientificName,904,Pycnonotus flavescens,黄绿鹎,Flavescent Bulbul,Pycnonotus flavescens,Flavescent Bulbul,,
matched_exact,scientificName,905,Pycnonotus xanthorrhous,黄臀鹎,Brown-breasted Bulbul,Pycnonotus xanthorrhous,Brown-breasted Bulbul,,
matched_exact,scientificName,906,Pycnonotus sinensis,白头鹎,Light-vented Bulbul,Pycnonotus sinensis,Light-vented Bulbul,,
matched_exact,scientificName,907,Pycnonotus taivanus,台湾鹎,Styan's Bulbul,Pycnonotus taivanus,Styan's Bulbul,,
matched_exact,scientificName,908,Pycnonotus jocosus,红耳鹎,Red-whiskered Bulbul,Pycnonotus jocosus,Red-whiskered Bulbul,,
matched_exact,scientificName,909,Pycnonotus goiavier,白眉黄臀鹎,Yellow-vented Bulbul,Pycnonotus goiavier,Yellow-vented Bulbul,,
matched_exact,scientificName,910,Pycnonotus cafer,黑喉红臀鹎,Red-vented Bulbul,Pycnonotus cafer,Red-vented Bulbul,,
matched_exact,scientificName,911,Pycnonotus aurigaster,白喉红臀鹎,Sooty-headed Bulbul,Pycnonotus aurigaster,Sooty-headed Bulbul,,
matched_exact,scientificName,912,Pycnonotus leucogenys,白颊鹎,Himalayan Bulbul,Pycnonotus leucogenys,Himalayan Bulbul,,
matched_exact,scientificName,914,Riparia chinensis,灰喉沙燕,Grey-throated Martin,Riparia chinensis,Grey-throated Martin,,中文名由褐喉沙燕改为灰喉沙燕
matched_exact,scientificName,915,Riparia riparia,崖沙燕,Sand Martin,Riparia riparia,Sand Martin,,
matched_exact,scientificName,916,Riparia diluta,淡色沙燕,Pale Martin,Riparia diluta,Pale Martin,,
matched_exact,scientificName,917,Ptyonoprogne rupestris,岩燕,Eurasian Crag Martin,Ptyonoprogne rupestris,Eurasian Crag Martin,,
matched_exact,scientificName,918,Ptyonoprogne concolor,纯色岩燕,Dusky Crag Martin,Ptyonoprogne concolor,Dusky Crag Martin,,
matched_exact,scientificName,919,Hirundo javanica,洋燕,Pacific Swallow,Hirundo javanica,Pacific Swallow,,中文名由洋斑燕改为洋燕，学名由Hirundo tahitica改为Hirundo javanica
matched_exact,scientificName,920,Hirundo rustica,家燕,Barn Swallow,Hirundo rustica,Barn Swallow,,
matched_exact,scientificName,921,Hirundo smithii,线尾燕,Wire-tailed Swallow,Hirundo smithii,Wire-tailed Swallow,,
matched_exact,scientificName,922,Delichon urbicum,西方毛脚燕,Common House Martin,Delichon urbicum,Western House Martin,,
matched_exact,scientificName,923,Delichon lagopodum,白腹毛脚燕,Siberian House Martin,Delichon lagopodum,Siberian House Martin,,
matched_exact,scientificName,924,Delichon dasypus,烟腹毛脚燕,Asian House Martin,Delichon dasypus,Asian House Martin,,
matched_exact,scientificName,925,Delichon nipalense,黑喉毛脚燕,Nepal House Martin,Delichon nipalense,Nepal House Martin,,
matched_exact,scientificName,926,Cecropis daurica,金腰燕,Red-rumped Swallow,Cecropis daurica,Eastern Red-rumped Swallow,,
matched_exact,scientificName,927,Petrochelidon fluvicola,黄额燕,Streak-throated Swallow,Petrochelidon fluvicola,Streak-throated Swallow,,
matched_exact,scientificName,929,Pnoepyga albiventer,鳞胸鹪鹛,Scaly-breasted Cupwing,Pnoepyga albiventer,Scaly-breasted Cupwing,,
matched_exact,scientificName,930,Pnoepyga formosana,台湾鹪鹛,Taiwan Cupwing,Pnoepyga formosana,Taiwan Cupwing,,
matched_exact,scientificName,931,Pnoepyga immaculata,尼泊尔鹪鹛,Nepal Cupwing,Pnoepyga immaculata,Nepal Cupwing,,
matched_exact,scientificName,932,Pnoepyga pusilla,小鳞胸鹪鹛,Pygmy Cupwing,Pnoepyga pusilla,Pygmy Cupwing,,
matched_exact,scientificName,934,Abroscopus superciliaris,黄腹鹟莺,Yellow-bellied Warbler,Abroscopus superciliaris,Yellow-bellied Warbler,,
matched_exact,scientificName,935,Abroscopus albogularis,棕脸鹟莺,Rufous-faced Warbler,Abroscopus albogularis,Rufous-faced Warbler,,
matched_exact,scientificName,936,Abroscopus schisticeps,黑脸鹟莺,Black-faced Warbler,Abroscopus schisticeps,Black-faced Warbler,,
matched_exact,scientificName,937,Phyllergates cucullatus,金头拟缝叶莺,Mountain Tailorbird,Phyllergates cucullatus,Mountain Tailorbird,,中文名由金头缝叶莺改为金头拟缝叶莺
matched_exact,scientificName,938,Tickellia hodgsoni,宽嘴鹟莺,Broad-billed Warbler,Tickellia hodgsoni,Broad-billed Warbler,,
matched_exact,scientificName,939,Horornis diphone,日本树莺,Japanese Bush Warbler,Horornis diphone,Japanese Bush Warbler,,
matched_exact,scientificName,940,Horornis canturians,远东树莺,Manchurian Bush Warbler,Horornis canturians,Manchurian Bush Warbler,,
matched_exact,scientificName,941,Horornis fortipes,强脚树莺,Brownish-flanked Bush Warbler,Horornis fortipes,Brown-flanked Bush Warbler,,
matched_exact,scientificName,942,Horornis brunnescens,喜山黄腹树莺,Hume's Bush Warbler,Horornis brunnescens,Hume's Bush Warbler,,中文名由休氏树莺改为喜山黄腹树莺
matched_exact,scientificName,943,Horornis acanthizoides,黄腹树莺,Yellowish-bellied Bush Warbler,Horornis acanthizoides,Yellow-bellied Bush Warbler,,
matched_exact,scientificName,944,Horornis flavolivaceus,异色树莺,Aberrant Bush Warbler,Horornis flavolivaceus,Aberrant Bush Warbler,,
matched_exact,scientificName,945,Tesia cyaniventer,灰腹地莺,Grey-bellied Tesia,Tesia cyaniventer,Grey-bellied Tesia,,
matched_exact,scientificName,946,Tesia olivea,金冠地莺,Slaty-bellied Tesia,Tesia olivea,Slaty-bellied Tesia,,
matched_exact,scientificName,947,Cettia cetti,宽尾树莺,Cetti's Warbler,Cettia cetti,Cetti's Warbler,,
matched_exact,scientificName,948,Cettia major,大树莺,Chestnut-crowned Bush Warbler,Cettia major,Chestnut-crowned Bush Warbler,,
matched_exact,scientificName,949,Cettia brunnifrons,棕顶树莺,Grey-sided Bush Warbler,Cettia brunnifrons,Grey-sided Bush Warbler,,
matched_exact,scientificName,950,Cettia castaneocoronata,栗头地莺,Chestnut-headed Tesia,Cettia castaneocoronata,Chestnut-headed Tesia,,
matched_exact,scientificName,951,Urosphena squameiceps,鳞头树莺,Asian Stubtail,Urosphena squameiceps,Asian Stubtail,,
matched_exact,scientificName,952,Hemitesia pallidipes,淡脚树莺,Pale-footed Bush Warbler,Hemitesia pallidipes,Pale-footed Bush Warbler,,由Urosphena属移入Hemitesia属（Alström et al. 2011）
matched_exact,scientificName,954,Leptopoecile sophiae,花彩雀莺,White-browed Tit Warbler,Leptopoecile sophiae,White-browed Tit-warbler,,
matched_exact,scientificName,955,Leptopoecile elegans,凤头雀莺,Crested Tit Warbler,Leptopoecile elegans,Crested Tit-warbler,,
matched_exact,scientificName,956,Aegithalos caudatus,北长尾山雀,Long-tailed Tit,Aegithalos caudatus,Long-tailed Tit,,
matched_exact,scientificName,957,Aegithalos glaucogularis,银喉长尾山雀,Silver-throated Bushtit,Aegithalos glaucogularis,Silver-throated Bushtit,,
matched_exact,scientificName,958,Aegithalos concinnus,红头长尾山雀,Black-throated Bushtit,Aegithalos concinnus,Black-throated Bushtit,,
matched_exact,scientificName,959,Aegithalos iouschistos,棕额长尾山雀,Rufous-fronted Bushtit,Aegithalos iouschistos,Black-browed Bushtit,,
matched_name_conflict_avilist_taxonomy_used,englishName,960,Aegithalos bonvaloti,黑眉长尾山雀,Black-browed Bushtit,Aegithalos iouschistos,Black-browed Bushtit,Aegithalos iouschistos,
matched_exact,scientificName,961,Aegithalos fuliginosus,银脸长尾山雀,Sooty Bushtit,Aegithalos fuliginosus,Sooty Bushtit,,
matched_exact,scientificName,963,Phylloscopus sibilatrix,林柳莺,Wood Warbler,Phylloscopus sibilatrix,Wood Warbler,,
matched_exact,scientificName,964,Phylloscopus pulcher,橙斑翅柳莺,Buff-barred Warbler,Phylloscopus pulcher,Buff-barred Warbler,,
matched_exact,scientificName,965,Phylloscopus maculipennis,灰喉柳莺,Ashy-throated Warbler,Phylloscopus maculipennis,Ashy-throated Warbler,,
matched_exact,scientificName,966,Phylloscopus humei,淡眉柳莺,Hume's Leaf Warbler,Phylloscopus humei,Hume's Leaf Warbler,,
matched_exact,scientificName,967,Phylloscopus inornatus,黄眉柳莺,Yellow-browed Warbler,Phylloscopus inornatus,Yellow-browed Warbler,,
matched_exact,scientificName,968,Phylloscopus yunnanensis,云南柳莺,Chinese Leaf Warbler,Phylloscopus yunnanensis,Chinese Leaf Warbler,,
matched_exact,scientificName,969,Phylloscopus chloronotus,淡黄腰柳莺,Lemon-rumped Warbler,Phylloscopus chloronotus,Lemon-rumped Warbler,,
matched_exact,scientificName,970,Phylloscopus forresti,四川柳莺,Sichuan Leaf Warbler,Phylloscopus forresti,Sichuan Leaf Warbler,,
matched_exact,scientificName,971,Phylloscopus kansuensis,甘肃柳莺,Gansu Leaf Warbler,Phylloscopus kansuensis,Gansu Leaf Warbler,,
matched_exact,scientificName,972,Phylloscopus proregulus,黄腰柳莺,Pallas's Leaf Warbler,Phylloscopus proregulus,Pallas's Leaf Warbler,,
matched_exact,scientificName,973,Phylloscopus armandii,棕眉柳莺,Yellow-streaked Warbler,Phylloscopus armandii,Yellow-streaked Warbler,,
matched_exact,scientificName,974,Phylloscopus schwarzi,巨嘴柳莺,Radde's Warbler,Phylloscopus schwarzi,Radde's Warbler,,
matched_exact,scientificName,975,Phylloscopus griseolus,灰柳莺,Sulphur-bellied Warbler,Phylloscopus griseolus,Sulphur-bellied Warbler,,
matched_exact,scientificName,976,Phylloscopus affinis,黄腹柳莺,Tickell's Leaf Warbler,Phylloscopus affinis,Tickell's Leaf Warbler,,
unmatched,englishName,977,Phylloscopus occisinensis,华西柳莺,Alpine Leaf Warbler,,,,
matched_exact,scientificName,978,Phylloscopus fuligiventer,烟柳莺,Smoky Warbler,Phylloscopus fuligiventer,Smoky Warbler,,
matched_exact,scientificName,979,Phylloscopus fuscatus,褐柳莺,Dusky Warbler,Phylloscopus fuscatus,Dusky Warbler,,
matched_exact,scientificName,980,Phylloscopus subaffinis,棕腹柳莺,Buff-throated Warbler,Phylloscopus subaffinis,Buff-throated Warbler,,
matched_exact,scientificName,981,Phylloscopus trochilus,欧柳莺,Willow Warbler,Phylloscopus trochilus,Willow Warbler,,
matched_exact,scientificName,982,Phylloscopus sindianus,东方叽喳柳莺,Mountain Chiffchaff,Phylloscopus sindianus,Mountain Chiffchaff,,
matched_exact,scientificName,983,Phylloscopus collybita,叽喳柳莺,Common Chiffchaff,Phylloscopus collybita,Common Chiffchaff,,
matched_exact,scientificName,984,Phylloscopus coronatus,冕柳莺,Eastern Crowned Warbler,Phylloscopus coronatus,Eastern Crowned Warbler,,
matched_exact,scientificName,985,Phylloscopus ijimae,饭岛柳莺,Ijima's Leaf Warbler,Phylloscopus ijimae,Ijima's Leaf Warbler,,
matched_exact,scientificName,986,Phylloscopus intermedius,白眶鹟莺,White-spectacled Warbler,Phylloscopus intermedius,White-spectacled Warbler,,
matched_exact,scientificName,987,Phylloscopus poliogenys,灰脸鹟莺,Grey-cheeked Warbler,Phylloscopus poliogenys,Grey-cheeked Warbler,,
matched_exact,scientificName,988,Phylloscopus burkii,金眶鹟莺,Green-crowned Warbler,Phylloscopus burkii,Green-crowned Warbler,,
matched_exact,scientificName,989,Phylloscopus tephrocephalus,灰冠鹟莺,Grey-crowned Warbler,Phylloscopus tephrocephalus,Grey-crowned Warbler,,
matched_exact,scientificName,990,Phylloscopus whistleri,韦氏鹟莺,Whistler's Warbler,Phylloscopus whistleri,Whistler's Warbler,,
matched_exact,scientificName,991,Phylloscopus valentini,比氏鹟莺,Bianchi's Warbler,Phylloscopus valentini,Bianchi's Warbler,,
matched_exact,scientificName,992,Phylloscopus soror,淡尾鹟莺,Plain-tailed Warbler,Phylloscopus soror,Alström's Warbler,,
matched_exact,scientificName,993,Phylloscopus omeiensis,峨眉鹟莺,Martens's Warbler,Phylloscopus omeiensis,Martens's Warbler,,
matched_exact,scientificName,994,Phylloscopus plumbeitarsus,双斑绿柳莺,Two-barred Warbler,Phylloscopus plumbeitarsus,Two-barred Warbler,,
matched_exact,scientificName,995,Phylloscopus trochiloides,暗绿柳莺,Greenish Warbler,Phylloscopus trochiloides,Greenish Warbler,,
matched_exact,scientificName,996,Phylloscopus emeiensis,峨眉柳莺,Emei Leaf Warbler,Phylloscopus emeiensis,Emei Leaf Warbler,,
matched_exact,scientificName,997,Phylloscopus magnirostris,乌嘴柳莺,Large-billed Leaf Warbler,Phylloscopus magnirostris,Large-billed Leaf Warbler,,
matched_exact,scientificName,998,Phylloscopus borealoides,库页岛柳莺,Sakhalin Leaf Warbler,Phylloscopus borealoides,Sakhalin Leaf Warbler,,
matched_exact,scientificName,999,Phylloscopus tenellipes,淡脚柳莺,Pale-legged Leaf Warbler,Phylloscopus tenellipes,Pale-legged Leaf Warbler,,英文名由Pale-legged Warbler改为Pale-legged Leaf Warbler
matched_exact,scientificName,1000,Phylloscopus xanthodryas,日本柳莺,Japanese Leaf Warbler,Phylloscopus xanthodryas,Japanese Leaf Warbler,,
matched_exact,scientificName,1001,Phylloscopus examinandus,堪察加柳莺,Kamchatka Leaf Warbler,Phylloscopus examinandus,Kamchatka Leaf Warbler,,
matched_exact,scientificName,1002,Phylloscopus borealis,极北柳莺,Arctic Warbler,Phylloscopus borealis,Arctic Warbler,,
matched_exact,scientificName,1003,Phylloscopus castaniceps,栗头鹟莺,Chestnut-crowned Warbler,Phylloscopus castaniceps,Chestnut-crowned Warbler,,
matched_exact,scientificName,1004,Phylloscopus calciatilis,灰岩柳莺,Limestone Leaf Warbler,Phylloscopus calciatilis,Limestone Leaf Warbler,,
matched_exact,scientificName,1005,Phylloscopus ricketti,黑眉柳莺,Sulphur-breasted Warbler,Phylloscopus ricketti,Sulphur-breasted Warbler,,
matched_exact,scientificName,1006,Phylloscopus cantator,黄胸柳莺,Yellow-vented Warbler,Phylloscopus cantator,Yellow-vented Warbler,,
matched_exact,scientificName,1007,Phylloscopus reguloides,西南冠纹柳莺,Blyth's Leaf Warbler,Phylloscopus reguloides,Blyth's Leaf Warbler,,
matched_exact,scientificName,1008,Phylloscopus claudiae,冠纹柳莺,Claudia's Leaf Warbler,Phylloscopus claudiae,Claudia's Leaf Warbler,,
matched_exact,scientificName,1009,Phylloscopus goodsoni,华南冠纹柳莺,Hartert's Leaf Warbler,Phylloscopus goodsoni,Hartert's Leaf Warbler,,
matched_exact,scientificName,1010,Phylloscopus ogilviegranti,白斑尾柳莺,Kloss's Leaf Warbler,Phylloscopus ogilviegranti,Kloss's Leaf Warbler,,
matched_exact,scientificName,1011,Phylloscopus hainanus,海南柳莺,Hainan Leaf Warbler,Phylloscopus hainanus,Hainan Leaf Warbler,,
matched_exact,scientificName,1012,Phylloscopus intensior,云南白斑尾柳莺,Davison's Leaf Warbler,Phylloscopus intensior,Davison's Leaf Warbler,,
matched_exact,scientificName,1013,Phylloscopus xanthoschistos,灰头柳莺,Grey-hooded Warbler,Phylloscopus xanthoschistos,Grey-hooded Warbler,,
matched_exact,scientificName,1015,Acrocephalus arundinaceus,大苇莺,Great Reed Warbler,Acrocephalus arundinaceus,Great Reed Warbler,,
matched_exact,scientificName,1016,Acrocephalus orientalis,东方大苇莺,Oriental Reed Warbler,Acrocephalus orientalis,Oriental Reed Warbler,,
matched_exact,scientificName,1017,Acrocephalus stentoreus,噪大苇莺,Clamorous Reed Warbler,Acrocephalus stentoreus,Clamorous Reed Warbler,,
matched_exact,scientificName,1018,Acrocephalus bistrigiceps,黑眉苇莺,Black-browed Reed Warbler,Acrocephalus bistrigiceps,Black-browed Reed Warbler,,
matched_exact,scientificName,1019,Acrocephalus melanopogon,须苇莺,Moustached Warbler,Acrocephalus melanopogon,Moustached Warbler,,
matched_exact,scientificName,1020,Acrocephalus schoenobaenus,水蒲苇莺,Sedge Warbler,Acrocephalus schoenobaenus,Sedge Warbler,,
matched_exact,scientificName,1021,Acrocephalus sorghophilus,细纹苇莺,Streaked Reed Warbler,Acrocephalus sorghophilus,Speckled Reed Warbler,,IUCN红色名录等级由EN升为CR
matched_exact,scientificName,1022,Acrocephalus concinens,钝翅苇莺,Blunt-winged Warbler,Acrocephalus concinens,Blunt-winged Warbler,,
matched_exact,scientificName,1023,Acrocephalus tangorum,远东苇莺,Manchurian Reed Warbler,Acrocephalus tangorum,Manchurian Reed Warbler,,
matched_exact,scientificName,1024,Acrocephalus agricola,稻田苇莺,Paddyfield Warbler,Acrocephalus agricola,Paddyfield Warbler,,
matched_exact,scientificName,1025,Acrocephalus dumetorum,布氏苇莺,Blyth's Reed Warbler,Acrocephalus dumetorum,Blyth's Reed Warbler,,
matched_exact,scientificName,1026,Acrocephalus scirpaceus,芦苇莺,Common Reed Warbler,Acrocephalus scirpaceus,Common Reed Warbler,,英文名由Eurasian Reed Warbler修改为Common Reed Warbler
matched_exact,scientificName,1027,Arundinax aedon,厚嘴苇莺,Thick-billed Warbler,Arundinax aedon,Thick-billed Warbler,,
matched_exact,scientificName,1028,Iduna caligata,靴篱莺,Booted Warbler,Iduna caligata,Booted Warbler,,
matched_exact,scientificName,1029,Iduna rama,赛氏篱莺,Sykes's Warbler,Iduna rama,Sykes's Warbler,,
matched_exact,scientificName,1030,Iduna pallida,草绿篱莺,Eastern Olivaceous Warbler,Iduna pallida,Eastern Olivaceous Warbler,,
matched_exact,scientificName,1032,Helopsaltes amnicola,库页岛蝗莺,Sakhalin Grasshopper Warbler,Helopsaltes amnicola,Sakhalin Grasshopper Warbler,,
matched_exact,scientificName,1033,Helopsaltes fasciolatus,苍眉蝗莺,Gray's Grasshopper Warbler,Helopsaltes fasciolatus,Gray's Grasshopper Warbler,,
matched_exact,scientificName,1034,Helopsaltes pryeri,斑背大尾莺,Marsh Grassbird,Helopsaltes pryeri,Marsh Grassbird,,
matched_exact,scientificName,1035,Helopsaltes certhiola,小蝗莺,Pallas's Grasshopper Warbler,Helopsaltes certhiola,Pallas's Grasshopper Warbler,,
matched_exact,scientificName,1036,Helopsaltes pleskei,东亚蝗莺,Styan's Grasshopper Warbler,Helopsaltes pleskei,Styan's Grasshopper Warbler,,
