Order,Order Chinese,Family,Family English,Family Chinese,Genus,Suggested Chinese genus name,Species count in AviList sample,China range keyword species count,Example species
Passeriformes,雀形目,Paridae,"Tits, Chickadees, and Titmice",,Melaniparus,,14,0,白肩黑山雀 (Melaniparus guineensis); 白翅黑山雀 (Melaniparus leucomelas); 棕胸山雀 (Melaniparus rufiventris)
Passeriformes,雀形目,Paridae,"Tits, Chickadees, and Titmice",,Melanochlora,,1,0,冕雀 (Melanochlora sultanea)
Passeriformes,雀形目,Paridae,"Tits, Chickadees, and Titmice",,Parus,,3,0,绿背山雀 (Parus monticolus); 欧亚大山雀 (Parus major); 大山雀 (Parus cinereus)
Passeriformes,雀形目,Paridae,"Tits, Chickadees, and Titmice",,Sylviparus,,1,0,黄眉林雀 (Sylviparus modestus)
Passeriformes,雀形目,Parulidae,New World Warblers,,Basileuterus,,12,0,扇尾森莺 (Basileuterus lachrymosus); 棕顶王森莺 (Basileuterus rufifrons); 栗顶王森莺 (Basileuterus delattrii)
Passeriformes,雀形目,Parulidae,New World Warblers,,Cardellina,,5,0,加拿大威森莺 (Cardellina canadensis); 黑头威森莺 (Cardellina pusilla); 红脸森莺 (Cardellina rubrifrons)
Passeriformes,雀形目,Parulidae,New World Warblers,,Catharopeza,,1,0,啸森莺 (Catharopeza bishopi)
Passeriformes,雀形目,Parulidae,New World Warblers,,Geothlypis,,14,0,黑胸地莺 (Geothlypis philadelphia); 灰头地莺 (Geothlypis tolmiei); 灰冠黄喉地莺 (Geothlypis poliocephala)
Passeriformes,雀形目,Parulidae,New World Warblers,,Helmitheros,,1,0,食虫森莺 (Helmitheros vermivorum)
Passeriformes,雀形目,Parulidae,New World Warblers,,Leiothlypis,,6,0,灰冠虫森莺 (Leiothlypis peregrina); 橙冠虫森莺 (Leiothlypis celata); 黄腰虫森莺 (Leiothlypis crissalis)
Passeriformes,雀形目,Parulidae,New World Warblers,,Leucopeza,,1,0,淡脚森莺 (Leucopeza semperi)
Passeriformes,雀形目,Parulidae,New World Warblers,,Limnothlypis,,1,0,斯氏森莺 (Limnothlypis swainsonii)
Passeriformes,雀形目,Parulidae,New World Warblers,,Mniotilta,,1,0,黑白森莺 (Mniotilta varia)
Passeriformes,雀形目,Parulidae,New World Warblers,,Myioborus,,12,0,彩鸲莺 (Myioborus pictus); 暗喉鸲莺 (Myioborus miniatus); 褐顶鸲莺 (Myioborus brunniceps)
Passeriformes,雀形目,Parulidae,New World Warblers,,Myiothlypis,,17,0,灰头王森莺 (Myiothlypis griseiceps); 黑头王森莺 (Myiothlypis basilica); 柠黄王森莺 (Myiothlypis luteoviridis)
Passeriformes,雀形目,Parulidae,New World Warblers,,Oporornis,,1,0,灰喉地莺 (Oporornis agilis)
Passeriformes,雀形目,Parulidae,New World Warblers,,Oreothlypis,,2,0,火喉森莺 (Oreothlypis gutturalis); 月胸森莺 (Oreothlypis superciliosa)
Passeriformes,雀形目,Parulidae,New World Warblers,,Parkesia,,2,0,黄眉灶莺 (Parkesia noveboracensis); 白眉灶莺 (Parkesia motacilla)
Passeriformes,雀形目,Parulidae,New World Warblers,,Protonotaria,,1,0,蓝翅黄森莺 (Protonotaria citrea)
Passeriformes,雀形目,Parulidae,New World Warblers,,Seiurus,,1,0,橙顶灶莺 (Seiurus aurocapilla)
Passeriformes,雀形目,Parulidae,New World Warblers,,Setophaga,,35,0,铅色林莺 (Setophaga plumbea); 尖头林莺 (Setophaga pharetra); 小林莺 (Setophaga angelae)
Passeriformes,雀形目,Parulidae,New World Warblers,,Vermivora,,3,0,黑胸虫森莺 (Vermivora bachmanii); 金翅虫森莺 (Vermivora chrysoptera); 蓝翅虫森莺 (Vermivora cyanoptera)
Passeriformes,雀形目,Passerellidae,New World Sparrows,,Aimophila,,3,0,锈红猛雀鹀 (Aimophila rufescens); 棕顶猛雀鹀 (Aimophila ruficeps); 瓦哈猛雀鹀 (Aimophila notosticta)
Passeriformes,雀形目,Passerellidae,New World Sparrows,,Ammodramus,,3,0,黄胸草鹀 (Ammodramus savannarum); 草地蝇鹀 (Ammodramus humeralis); 黄眉蝇鹀 (Ammodramus aurifrons)
Passeriformes,雀形目,Passerellidae,New World Sparrows,,Ammospiza,,4,0,莱氏沙鹀 (Ammospiza leconteii); 海滨沙鹀 (Ammospiza maritima); 纳氏沙鹀 (Ammospiza nelsoni)
Passeriformes,雀形目,Passerellidae,New World Sparrows,,Amphispiza,,1,0,黑喉漠鹀 (Amphispiza bilineata)
Passeriformes,雀形目,Passerellidae,New World Sparrows,,Amphispizopsis,,1,0,五纹猛雀鹀 (Amphispizopsis quinquestriata)
Passeriformes,雀形目,Passerellidae,New World Sparrows,,Arremon,,22,0,哥斯达黎加薮雀 (Arremon costaricensis); 北纹头薮雀 (Arremon basilicus); 东纹头薮雀 (Arremon perijanus)
Passeriformes,雀形目,Passerellidae,New World Sparrows,,Arremonops,,4,0,褐纹头雀 (Arremonops rufivirgatus); 绿背纹头雀 (Arremonops chloronotus); 大黑纹头雀 (Arremonops conirostris)
Passeriformes,雀形目,Passerellidae,New World Sparrows,,Artemisiospiza,,2,0,艾草漠鹀 (Artemisiospiza nevadensis); 贝氏漠鹀 (Artemisiospiza belli)
Passeriformes,雀形目,Passerellidae,New World Sparrows,,Atlapetes,,33,0,棕顶薮雀 (Atlapetes pileatus); 白颈薮雀 (Atlapetes albinucha); 黄踝饰雀 (Atlapetes tibialis)
Passeriformes,雀形目,Passerellidae,New World Sparrows,,Calamospiza,,1,0,白斑黑鹀 (Calamospiza melanocorys)
Passeriformes,雀形目,Passerellidae,New World Sparrows,,Centronyx,,2,0,贝氏草鹀 (Centronyx bairdii); 亨氏草鹀 (Centronyx henslowii)
Passeriformes,雀形目,Passerellidae,New World Sparrows,,Chlorospingus,,8,0,黄喉丛唐纳雀 (Chlorospingus flavigularis); 短嘴丛唐纳雀 (Chlorospingus parvirostris); 灰喉丛唐纳雀 (Chlorospingus canigularis)
Passeriformes,雀形目,Passerellidae,New World Sparrows,,Chondestes,,1,0,云雀鹀 (Chondestes grammacus)
Passeriformes,雀形目,Passerellidae,New World Sparrows,,Junco,,5,0,暗眼灯草鹀 (Junco hyemalis); 瓜岛灯草鹀 (Junco insularis); 墨西哥灯草鹀 (Junco phaeonotus)
Passeriformes,雀形目,Passerellidae,New World Sparrows,,Melospiza,,3,0,歌带鹀 (Melospiza melodia); 沼泽带鹀 (Melospiza georgiana); 林氏带鹀 (Melospiza lincolnii)
Passeriformes,雀形目,Passerellidae,New World Sparrows,,Melozone,,9,0,锈顶地雀 (Melozone kieneri); 棕喉唧鹀 (Melozone fusca); 白喉唧鹀 (Melozone albicollis)
Passeriformes,雀形目,Passerellidae,New World Sparrows,,Oreothraupis,,1,0,拟唐纳雀 (Oreothraupis arremonops)
Passeriformes,雀形目,Passerellidae,New World Sparrows,,Oriturus,,1,0,纹雀鹀 (Oriturus superciliosus)
Passeriformes,雀形目,Passerellidae,New World Sparrows,,Passerculus,,1,0,稀树草鹀 (Passerculus sandwichensis)
Passeriformes,雀形目,Passerellidae,New World Sparrows,,Passerella,,1,0,狐色雀鹀 (Passerella iliaca)
Passeriformes,雀形目,Passerellidae,New World Sparrows,,Peucaea,,8,0,棕翅猛雀鹀 (Peucaea carpalis); 红尾猛雀鹀 (Peucaea sumichrasti); 纹头猛雀鹀 (Peucaea ruficauda)
Passeriformes,雀形目,Passerellidae,New World Sparrows,,Pezopetes,,1,0,大脚薮雀 (Pezopetes capitalis)
Passeriformes,雀形目,Passerellidae,New World Sparrows,,Pipilo,,5,0,绿尾唧鹀 (Pipilo chlorurus); 斑唧鹀 (Pipilo maculatus); 棕胁唧鹀 (Pipilo erythrophthalmus)
Passeriformes,雀形目,Passerellidae,New World Sparrows,,Pooecetes,,1,0,栗肩雀鹀 (Pooecetes gramineus)
Passeriformes,雀形目,Passerellidae,New World Sparrows,,Rhynchospiza,,3,0,通贝斯猛雀鹀 (Rhynchospiza stolzmanni); 央葛斯猛雀鹀 (Rhynchospiza dabbenei); 纹顶猛雀鹀 (Rhynchospiza strigiceps)
Passeriformes,雀形目,Passerellidae,New World Sparrows,,Spizella,,6,0,棕顶雀鹀 (Spizella passerina); 褐雀鹀 (Spizella pallida); 黑颏雀鹀 (Spizella atrogularis)
Passeriformes,雀形目,Passerellidae,New World Sparrows,,Spizelloides,,1,0,美洲树雀鹀 (Spizelloides arborea)
Passeriformes,雀形目,Passerellidae,New World Sparrows,,Torreornis,,1,0,萨帕塔鹀 (Torreornis inexpectata)
Passeriformes,雀形目,Passerellidae,New World Sparrows,,Xenospiza,,1,0,异雀鹀 (Xenospiza baileyi)
Passeriformes,雀形目,Passerellidae,New World Sparrows,,Zonotrichia,,5,0,红领带鹀 (Zonotrichia capensis); 白喉带鹀 (Zonotrichia albicollis); 赫氏带鹀 (Zonotrichia querula)
Passeriformes,雀形目,Passeridae,Snowfinches and Old World Sparrows,,Carpospiza,,1,0,淡色石雀 (Carpospiza brachydactyla)
Passeriformes,雀形目,Passeridae,Snowfinches and Old World Sparrows,,Gymnoris,,4,0,黄斑石雀 (Gymnoris pyrgita); 栗肩石雀 (Gymnoris xanthocollis); 黄喉石雀 (Gymnoris superciliaris)
Passeriformes,雀形目,Passeridae,Snowfinches and Old World Sparrows,,Hypocryptadius,,1,0,桂红绣眼雀 (Hypocryptadius cinnamomeus)
Passeriformes,雀形目,Passeridae,Snowfinches and Old World Sparrows,,Passer,,28,0,灰头麻雀 (Passer griseus); 斯氏麻雀 (Passer swainsonii); 鹦嘴麻雀 (Passer gongonensis)
Passeriformes,雀形目,Passeridae,Snowfinches and Old World Sparrows,,Petronia,,1,0,石雀 (Petronia petronia)
Passeriformes,雀形目,Passeridae,Snowfinches and Old World Sparrows,,Pyrgilauda,,4,0,黑喉雪雀 (Pyrgilauda davidiana); 棕颈雪雀 (Pyrgilauda ruficollis); 棕背雪雀 (Pyrgilauda blanfordi)
Passeriformes,雀形目,Pellorneidae,Ground Babblers and Allies,,Graminicola,,2,0,南亚草鹛 (Graminicola bengalensis); 中华草鹛 (Graminicola striatus)
Passeriformes,雀形目,Pellorneidae,Ground Babblers and Allies,,Illadopsis,,9,0,褐非洲雅鹛 (Illadopsis fulvescens); 苍胸非洲雅鹛 (Illadopsis rufipennis); 灰胸非洲雅鹛 (Illadopsis distans)
Passeriformes,雀形目,Pellorneidae,Ground Babblers and Allies,,Kenopia,,1,0,纹鹪鹛 (Kenopia striata)
Passeriformes,雀形目,Pellorneidae,Ground Babblers and Allies,,Laticilla,,2,0,沼泽山鹪鹛 (Laticilla cinerascens); 长尾山鹪鹛 (Laticilla burnesii)
Passeriformes,雀形目,Pellorneidae,Ground Babblers and Allies,,Malacocincla,,3,0,阿氏雅鹛 (Malacocincla abbotti); 霍氏雅鹛 (Malacocincla sepiaria); 黑眉雅鹛 (Malacocincla perspicillata)
Passeriformes,雀形目,Pellorneidae,Ground Babblers and Allies,,Malacopteron,,6,0,纯色树鹛 (Malacopteron affine); 灰头树鹛 (Malacopteron albogulare); 小红头树鹛 (Malacopteron cinereum)
Passeriformes,雀形目,Pellorneidae,Ground Babblers and Allies,,Napothera,,6,0,纹胸鹪鹛 (Napothera epilepidota); 长嘴鹩鹛 (Napothera malacoptila); 苏门答腊鹩鹛 (Napothera albostriata)
Passeriformes,雀形目,Pellorneidae,Ground Babblers and Allies,,Pellorneum,,15,0,棕头幽鹛 (Pellorneum ruficeps); 褐冠幽鹛 (Pellorneum fuscocapillus); 沼泽幽鹛 (Pellorneum palustre)
Passeriformes,雀形目,Pellorneidae,Ground Babblers and Allies,,Ptilocichla,,3,0,条纹地鹛 (Ptilocichla mindanensis); 加里曼丹地鹛 (Ptilocichla leucogrammica); 菲律宾地鹛 (Ptilocichla falcata)
Passeriformes,雀形目,Pellorneidae,Ground Babblers and Allies,,Turdinus,,3,0,大鹪鹛 (Turdinus macrodactylus); 石纹鹪鹛 (Turdinus marmoratus); 黑喉鹪鹛 (Turdinus atrigularis)
Passeriformes,雀形目,Petroicidae,Australasian Robins,,Amalocichla,,2,0,小地鸲 (Amalocichla incerta); 大地鸲 (Amalocichla sclateriana)
Passeriformes,雀形目,Petroicidae,Australasian Robins,,Cryptomicroeca,,1,0,黄腹鸲鹟 (Cryptomicroeca flaviventris)
Passeriformes,雀形目,Petroicidae,Australasian Robins,,Devioeca,,1,0,巴布亚小鹟 (Devioeca papuana)
Passeriformes,雀形目,Petroicidae,Australasian Robins,,Drymodes,,3,0,栗腰薮鸲 (Drymodes brunneopygia); 纹眉薮鸲 (Drymodes superciliaris); 巴布亚薮鸲 (Drymodes beccarii)
Passeriformes,雀形目,Petroicidae,Australasian Robins,,Eopsaltria,,6,0,黄绿杂色鹟 (Eopsaltria placens); 东黄鸲鹟 (Eopsaltria australis); 西黄鸲鹟 (Eopsaltria griseogularis)
Passeriformes,雀形目,Petroicidae,Australasian Robins,,Eugerygone,,1,0,红背刺莺 (Eugerygone rubra)
Passeriformes,雀形目,Petroicidae,Australasian Robins,,Heteromyias,,3,0,灰头丛鹟 (Heteromyias cinereifrons); 黑顶丛鹟 (Heteromyias armiti); 地丛鹟 (Heteromyias albispecularis)
Passeriformes,雀形目,Petroicidae,Australasian Robins,,Kempiella,,2,0,绿小鹟 (Kempiella flavovirescens); 黄脚小鹟 (Kempiella griseoceps)
Passeriformes,雀形目,Petroicidae,Australasian Robins,,Leucophantes,,1,0,白胸杂色鹟 (Leucophantes brachyurus)
Passeriformes,雀形目,Petroicidae,Australasian Robins,,Melanodryas,,7,0,暗色鸲鹟 (Melanodryas vittata); 冠鸲鹟 (Melanodryas cucullata); 白腰薮鹟 (Melanodryas bimaculata)
Passeriformes,雀形目,Petroicidae,Australasian Robins,,Microeca,,3,0,金腹小鹟 (Microeca hemixantha); 黄胸小鹟 (Microeca flavigaster); 褐背小鹟 (Microeca fascinans)
Passeriformes,雀形目,Petroicidae,Australasian Robins,,Monachella,,1,0,特岛鸲鹟 (Monachella muelleriana)
Passeriformes,雀形目,Petroicidae,Australasian Robins,,Pachycephalopsis,,2,0,白眼丛鹟 (Pachycephalopsis poliosoma); 绿丛鹟 (Pachycephalopsis hattamensis)
Passeriformes,雀形目,Petroicidae,Australasian Robins,,Petroica,,14,0,雀鸲鹟 (Petroica macrocephala); 查岛鸲鹟 (Petroica traversi); 北岛鸲鹟 (Petroica longipes)
Passeriformes,雀形目,Petroicidae,Australasian Robins,,Plesiodryas,,1,0,黑喉杂色鹟 (Plesiodryas albonotata)
Passeriformes,雀形目,Petroicidae,Australasian Robins,,Poecilodryas,,3,0,黑白杂色鹟 (Poecilodryas hypoleuca); 白眉杂色鹟 (Poecilodryas superciliosa); 棕胁杂色鹟 (Poecilodryas cerviniventris)
Passeriformes,雀形目,Peucedramidae,Olive Warbler,,Peucedramus,,1,0,橄榄绿森莺 (Peucedramus taeniatus)
Passeriformes,雀形目,Phaenicophilidae,Hispaniolan Tanagers,,Microligea,,1,0,绿尾地唐纳雀 (Microligea palustris)
Passeriformes,雀形目,Phaenicophilidae,Hispaniolan Tanagers,,Phaenicophilus,,2,0,黑顶长尾唐纳雀 (Phaenicophilus palmarum); 灰顶长尾唐纳雀 (Phaenicophilus poliocephalus)
Passeriformes,雀形目,Phaenicophilidae,Hispaniolan Tanagers,,Xenoligea,,1,0,白翅地唐纳雀 (Xenoligea montana)
Passeriformes,雀形目,Philepittidae,Asities,,Neodrepanis,,2,0,弯嘴裸眉鸫 (Neodrepanis coruscans); 小弯嘴裸眉鸫 (Neodrepanis hypoxantha)
Passeriformes,雀形目,Philepittidae,Asities,,Philepitta,,2,0,紫黑裸眉鸫 (Philepitta castanea); 施氏裸眉鸫 (Philepitta schlegeli)
Passeriformes,雀形目,Picathartidae,Rockfowl,,Picathartes,,2,0,白颈岩鹛 (Picathartes gymnocephalus); 灰颈岩鹛 (Picathartes oreas)
Passeriformes,雀形目,Pipridae,Manakins,,Ceratopipra,,5,0,红角娇鹟 (Ceratopipra cornuta); 红顶娇鹟 (Ceratopipra mentalis); 金头娇鹟 (Ceratopipra erythrocephala)
Passeriformes,雀形目,Pipridae,Manakins,,Chiroxiphia,,7,0,鹊色盔娇鹟 (Chiroxiphia bokermanni); 盔娇鹟 (Chiroxiphia galeata); 尖尾娇鹟 (Chiroxiphia lanceolata)
Passeriformes,雀形目,Pipridae,Manakins,,Chloropipo,,2,0,黄头绿娇鹟 (Chloropipo flavicapilla); 辉绿娇鹟 (Chloropipo unicolor)
Passeriformes,雀形目,Pipridae,Manakins,,Corapipo,,3,0,中美白皱领娇鹟 (Corapipo altera); 南美白皱领娇鹟 (Corapipo leucorrhoa); 白喉娇鹟 (Corapipo gutturalis)
Passeriformes,雀形目,Pipridae,Manakins,,Cryptopipo,,2,0,绿娇鹟 (Cryptopipo holochlora); 乔科娇鹟 (Cryptopipo litae)
Passeriformes,雀形目,Pipridae,Manakins,,Heterocercus,,3,0,橙顶娇鹟 (Heterocercus aurantiivertex); 黄顶娇鹟 (Heterocercus flavivertex); 赤顶娇鹟 (Heterocercus linteatus)
Passeriformes,雀形目,Pipridae,Manakins,,Ilicura,,1,0,针尾娇鹟 (Ilicura militaris)
Passeriformes,雀形目,Pipridae,Manakins,,Lepidothrix,,9,0,柔羽娇鹟 (Lepidothrix velutina); 蓝冠娇鹟 (Lepidothrix coronata); 白顶娇鹟 (Lepidothrix nattereri)
Passeriformes,雀形目,Pipridae,Manakins,,Machaeropterus,,5,0,梅花翅娇鹟 (Machaeropterus deliciosus); 紫纹娇鹟 (Machaeropterus striolatus); 丽彩娇鹟 (Machaeropterus eckelberryi)
Passeriformes,雀形目,Pipridae,Manakins,,Manacus,,4,0,白头娇鹟 (Manacus candei); 橙领娇鹟 (Manacus aurantiacus); 金领娇鹟 (Manacus vitellinus)
Passeriformes,雀形目,Pipridae,Manakins,,Masius,,1,0,金翅娇鹟 (Masius chrysopterus)
Passeriformes,雀形目,Pipridae,Manakins,,Neopelma,,5,0,淡腹霸娇鹟 (Neopelma pallescens); 黄冠霸娇鹟 (Neopelma chrysocephalum); 巴西霸娇鹟 (Neopelma aurifrons)
Passeriformes,雀形目,Pipridae,Manakins,,Pipra,,3,0,绯红冠娇鹟 (Pipra aureola); 线尾娇鹟 (Pipra filicauda); 斑尾娇鹟 (Pipra fasciicauda)
Passeriformes,雀形目,Pipridae,Manakins,,Pseudopipra,,1,0,白冠娇鹟 (Pseudopipra pipra)
Passeriformes,雀形目,Pipridae,Manakins,,Tyranneutes,,2,0,小霸娇鹟 (Tyranneutes virescens); 侏霸娇鹟 (Tyranneutes stolzmanni)
Passeriformes,雀形目,Pipridae,Manakins,,Xenopipo,,2,0,黑娇鹟 (Xenopipo atronitens); 橄榄绿娇鹟 (Xenopipo uniformis)
Passeriformes,雀形目,Pittidae,Pittas,,Erythropitta,,13,0,吕宋八色鸫 (Erythropitta kochi); 红胸八色鸫 (Erythropitta erythrogaster); 苏拉岛八色鸫 (Erythropitta dohertyi)
Passeriformes,雀形目,Pityriasidae,Bristlehead,,Pityriasis,,1,0,棘头鵙 (Pityriasis gymnocephala)
Passeriformes,雀形目,Platylophidae,Jayshrike,,Platylophus,,1,0,冠鸦 (Platylophus galericulatus)
Passeriformes,雀形目,Platysteiridae,Wattle-eyes and Batises,,Batis,,20,0,布氏蓬背鹟 (Batis margaritae); 短尾蓬背鹟 (Batis mixta); 褐翅蓬背鹟 (Batis crypta)
Passeriformes,雀形目,Platysteiridae,Wattle-eyes and Batises,,Dyaphorophyia,,3,0,栗色疣眼鹟 (Dyaphorophyia castanea); 西非疣眼鹟 (Dyaphorophyia hormophora); 白斑疣眼鹟 (Dyaphorophyia tonsa)
Passeriformes,雀形目,Platysteiridae,Wattle-eyes and Batises,,Lanioturdus,,1,0,白尾鵙鹟 (Lanioturdus torquatus)
Passeriformes,雀形目,Platysteiridae,Wattle-eyes and Batises,,Platysteira,,8,0,褐喉疣眼鹟 (Platysteira cyanea); 白额疣眼鹟 (Platysteira albifrons); 黑喉疣眼鹟 (Platysteira peltata)
Passeriformes,雀形目,Ploceidae,Weavers and Allies,,Amblyospiza,,1,0,厚嘴织雀 (Amblyospiza albifrons)
Passeriformes,雀形目,Ploceidae,Weavers and Allies,,Anaplectes,,2,0,红编织雀 (Anaplectes jubaensis); 红头编织雀 (Anaplectes rubriceps)
Passeriformes,雀形目,Ploceidae,Weavers and Allies,,Brachycope,,1,0,短尾织雀 (Brachycope anomala)
Passeriformes,雀形目,Ploceidae,Weavers and Allies,,Bubalornis,,2,0,白嘴牛文鸟 (Bubalornis albirostris); 红嘴牛文鸟 (Bubalornis niger)
Passeriformes,雀形目,Ploceidae,Weavers and Allies,,Dinemellia,,1,0,白头牛文鸟 (Dinemellia dinemelli)
Passeriformes,雀形目,Ploceidae,Weavers and Allies,,Euplectes,,18,0,橙巧织雀 (Euplectes franciscanus); 红巧织雀 (Euplectes orix); 黑臀巧织雀 (Euplectes nigroventris)
Passeriformes,雀形目,Ploceidae,Weavers and Allies,,Foudia,,7,0,红织雀 (Foudia madagascariensis); 阿岛织雀 (Foudia aldabrana); 马岛红头织雀 (Foudia eminentissima)
Passeriformes,雀形目,Ploceidae,Weavers and Allies,,Histurgops,,1,0,棕尾织雀 (Histurgops ruficauda)
Passeriformes,雀形目,Ploceidae,Weavers and Allies,,Malimbus,,10,0,朱顶精织雀 (Malimbus coronatus); 黑喉精织雀 (Malimbus cassini); 保氏精织雀 (Malimbus ballmanni)
Passeriformes,雀形目,Ploceidae,Weavers and Allies,,Pachyphantes,,1,0,褐翅织雀 (Pachyphantes superciliosus)
Passeriformes,雀形目,Ploceidae,Weavers and Allies,,Philetairus,,1,0,群织雀 (Philetairus socius)
Passeriformes,雀形目,Ploceidae,Weavers and Allies,,Plocepasser,,4,0,白眉织雀 (Plocepasser mahali); 栗顶织雀 (Plocepasser superciliosus); 栗背织雀 (Plocepasser rufoscapulatus)
Passeriformes,雀形目,Ploceidae,Weavers and Allies,,Ploceus,,66,0,黄腿织雀 (Ploceus flavipes); 伯氏织雀 (Ploceus bertrandi); 黄腹织雀 (Ploceus baglafecht)
Passeriformes,雀形目,Ploceidae,Weavers and Allies,,Pseudonigrita,,2,0,黑头群织雀 (Pseudonigrita cabanisi); 灰头群织雀 (Pseudonigrita arnaudi)
Passeriformes,雀形目,Ploceidae,Weavers and Allies,,Quelea,,3,0,绯红奎利亚雀 (Quelea cardinalis); 红头奎利亚雀 (Quelea erythrops); 红嘴奎利亚雀 (Quelea quelea)
Passeriformes,雀形目,Ploceidae,Weavers and Allies,,Sporopipes,,2,0,点额织雀 (Sporopipes frontalis); 鳞额编织雀 (Sporopipes squamifrons)
Passeriformes,雀形目,Polioptilidae,Gnatwrens and Gnatcatchers,,Microbates,,2,0,领蚋莺 (Microbates collaris); 半领蚋莺 (Microbates cinereiventris)
Passeriformes,雀形目,Polioptilidae,Gnatwrens and Gnatcatchers,,Polioptila,,16,0,圭亚那蚋莺 (Polioptila guianensis); 灰喉蚋莺 (Polioptila schistaceigula); 秘鲁蚋莺 (Polioptila clementsi)
Passeriformes,雀形目,Polioptilidae,Gnatwrens and Gnatcatchers,,Ramphocaenus,,2,0,噪蚋莺 (Ramphocaenus sticturus); 长嘴蚋莺 (Ramphocaenus melanurus)
Passeriformes,雀形目,Pomatostomidae,Australasian Babblers,,Garritornis,,1,0,弯嘴鹛 (Garritornis isidorei)
Passeriformes,雀形目,Pomatostomidae,Australasian Babblers,,Pomatostomus,,4,0,灰冠弯嘴鹛 (Pomatostomus temporalis); 白眉弯嘴鹛 (Pomatostomus superciliosus); 哈氏弯嘴鹛 (Pomatostomus halli)
Passeriformes,雀形目,Promeropidae,Sugarbirds,,Promerops,,2,0,长尾食蜜鸟 (Promerops cafer); 格氏长尾食蜜鸟 (Promerops gurneyi)
Passeriformes,雀形目,Psophodidae,Whipbirds and Wedgebills,,Androphobus,,1,0,绿背鹛鸫 (Androphobus viridis)
Passeriformes,雀形目,Psophodidae,Whipbirds and Wedgebills,,Psophodes,,4,0,绿啸冠鸫 (Psophodes olivaceus); 黑喉啸冠鸫 (Psophodes nigrogularis); 西啸冠鸫 (Psophodes occidentalis)
Passeriformes,雀形目,Ptiliogonatidae,Silky-flycatchers,,Phainopepla,,1,0,黑丝鹟 (Phainopepla nitens)
Passeriformes,雀形目,Ptiliogonatidae,Silky-flycatchers,,Phainoptila,,1,0,黑黄丝鹟 (Phainoptila melanoxantha)
Passeriformes,雀形目,Ptiliogonatidae,Silky-flycatchers,,Ptiliogonys,,2,0,长尾丝鹟 (Ptiliogonys caudatus); 灰丝鹟 (Ptiliogonys cinereus)
Passeriformes,雀形目,Ptilonorhynchidae,Bowerbirds,,Ailuroedus,,6,0,白耳园丁鸟 (Ailuroedus buccoides); 赭胸园丁鸟 (Ailuroedus stonii); 褐冠园丁鸟 (Ailuroedus geislerorum)
