status,Genus,Suggested Chinese genus name,Shared suffix,CBR species count,Example species,Method
not_used,Lewinia,,灰胸秧鸡,1,灰胸秧鸡 (Lewinia striata),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Limnodromus,半蹼鹬属,半蹼鹬,2,半蹼鹬 (Limnodromus semipalmatus); 长嘴半蹼鹬 (Limnodromus scolopaceus),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Limosa,尾塍鹬属,尾塍鹬,2,斑尾塍鹬 (Limosa lapponica); 黑尾塍鹬 (Limosa limosa),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Linaria,朱顶雀属,朱顶雀,2,黄嘴朱顶雀 (Linaria flavirostris); 赤胸朱顶雀 (Linaria cannabina),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Liocichla,薮鹛属,薮鹛,4,灰胸薮鹛 (Liocichla omeiensis); 黄痣薮鹛 (Liocichla steerii); 灰头薮鹛 (Liocichla phoenicea); 红翅薮鹛 (Liocichla ripponi),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Lioparus,,金胸雀鹛,1,金胸雀鹛 (Lioparus chrysotis),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Locustella,蝗莺属,蝗莺,11,矛斑蝗莺 (Locustella lanceolata); 棕褐短翅蝗莺 (Locustella luteoventris); 巨嘴短翅蝗莺 (Locustella major); 黑斑蝗莺 (Locustella naevia); 中华短翅蝗莺 (Locustella tacsanowskia); 鸲蝗莺 (Locustella luscinioides); 北短翅蝗莺 (Locustella davidi); 斑胸短翅蝗莺 (Locustella thoracica),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Lonchura,文鸟属,文鸟,3,斑文鸟 (Lonchura punctulata); 白腰文鸟 (Lonchura striata); 栗腹文鸟 (Lonchura atricapilla),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Lophophanes,,褐冠山雀,1,褐冠山雀 (Lophophanes dichrous),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Lophophorus,虹雉属,虹雉,3,棕尾虹雉 (Lophophorus impejanus); 白尾梢虹雉 (Lophophorus sclateri); 绿尾虹雉 (Lophophorus lhuysii),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Lophospiza,,凤头鹰,1,凤头鹰 (Lophospiza trivirgata),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Lophotriorchis,,棕腹隼雕,1,棕腹隼雕 (Lophotriorchis kienerii),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Lophura,,鹇,3,蓝腹鹇 (Lophura swinhoii); 黑鹇 (Lophura leucomelanos); 白鹇 (Lophura nycthemera),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Loriculus,,短尾鹦鹉,1,短尾鹦鹉 (Loriculus vernalis),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Loxia,交嘴雀属,交嘴雀,2,红交嘴雀 (Loxia curvirostra); 白翅交嘴雀 (Loxia leucoptera),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Luscinia,,鸲,3,新疆歌鸲 (Luscinia megarhynchos); 蓝喉歌鸲 (Luscinia svecica); 白腹短翅鸲 (Luscinia phaenicuroides),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Lymnocryptes,,姬鹬,1,姬鹬 (Lymnocryptes minimus),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Lyncornis,,毛腿耳夜鹰,1,毛腿耳夜鹰 (Lyncornis macrotis),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Lyrurus,,黑琴鸡,1,黑琴鸡 (Lyrurus tetrix),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Machlolophus,山雀属,山雀,3,台湾黄山雀 (Machlolophus holsti); 眼纹黄山雀 (Machlolophus xanthogenys); 黄颊山雀 (Machlolophus spilonotus),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Macropygia,鹃鸠属,鹃鸠,3,斑尾鹃鸠 (Macropygia unchall); 菲律宾鹃鸠 (Macropygia tenuirostris); 小鹃鸠 (Macropygia ruficeps),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Mareca,,鸭,4,赤膀鸭 (Mareca strepera); 罗纹鸭 (Mareca falcata); 赤颈鸭 (Mareca penelope); 绿眉鸭 (Mareca americana),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Marmaronetta,,云石斑鸭,1,云石斑鸭 (Marmaronetta angustirostris),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Megaceryle,,冠鱼狗,1,冠鱼狗 (Megaceryle lugubris),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Megalurus,,沼泽大尾莺,1,沼泽大尾莺 (Megalurus palustris),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Melanitta,海番鸭属,海番鸭,3,丝绒海番鸭 (Melanitta fusca); 斑脸海番鸭 (Melanitta stejnegeri); 黑海番鸭 (Melanitta americana),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Melanochlora,,冕雀,1,冕雀 (Melanochlora sultanea),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Melanocorypha,百灵属,百灵,5,双斑百灵 (Melanocorypha bimaculata); 草原百灵 (Melanocorypha calandra); 黑百灵 (Melanocorypha yeltoniensis); 蒙古百灵 (Melanocorypha mongolica); 长嘴百灵 (Melanocorypha maxima),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Mergellus,,斑头秋沙鸭,1,斑头秋沙鸭 (Mergellus albellus),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Mergus,秋沙鸭属,秋沙鸭,3,普通秋沙鸭 (Mergus merganser); 红胸秋沙鸭 (Mergus serrator); 中华秋沙鸭 (Mergus squamatus),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Merops,蜂虎属,蜂虎,7,绿喉蜂虎 (Merops orientalis); 蓝颊蜂虎 (Merops persicus); 栗喉蜂虎 (Merops philippinus); 彩虹蜂虎 (Merops ornatus); 蓝喉蜂虎 (Merops viridis); 栗头蜂虎 (Merops leschenaulti); 黄喉蜂虎 (Merops apiaster),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Metopidius,,铜翅水雉,1,铜翅水雉 (Metopidius indicus),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Microcarbo,鸬鹚属,鸬鹚,2,侏鸬鹚 (Microcarbo pygmaeus); 黑颈鸬鹚 (Microcarbo niger),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Microhierax,腿小隼属,腿小隼,2,红腿小隼 (Microhierax caerulescens); 白腿小隼 (Microhierax melanoleucos),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Micropternus,,栗啄木鸟,1,栗啄木鸟 (Micropternus brachyurus),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Microtarsus,,黑头鹎,1,黑头鹎 (Microtarsus melanocephalos),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Milvus,,黑鸢,1,黑鸢 (Milvus migrans),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Minla,,火尾希鹛,1,火尾希鹛 (Minla ignotincta),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Mirafra,,歌百灵,1,歌百灵 (Mirafra javanica),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Mixornis,,纹胸鹛,1,纹胸鹛 (Mixornis gularis),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Monticola,矶鸫属,矶鸫,5,蓝头矶鸫 (Monticola cinclorhyncha); 白喉矶鸫 (Monticola gularis); 栗腹矶鸫 (Monticola rufiventris); 白背矶鸫 (Monticola saxatilis); 蓝矶鸫 (Monticola solitarius),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Montifringilla,雪雀属,雪雀,3,藏雪雀 (Montifringilla henrici); 白斑翅雪雀 (Montifringilla nivalis); 褐翅雪雀 (Montifringilla adamsi),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Motacilla,鹡鸰属,鹡鸰,7,西黄鹡鸰 (Motacilla flava); 黄鹡鸰 (Motacilla tschutschensis); 黄头鹡鸰 (Motacilla citreola); 灰鹡鸰 (Motacilla cinerea); 白鹡鸰 (Motacilla alba); 日本鹡鸰 (Motacilla grandis); 大斑鹡鸰 (Motacilla maderaspatensis),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Moupinia,,宝兴鹛雀,1,宝兴鹛雀 (Moupinia poecilotis),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Mulleripicus,,大灰啄木鸟,1,大灰啄木鸟 (Mulleripicus pulverulentus),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Muscicapa,,鹟,6,灰纹鹟 (Muscicapa griseisticta); 乌鹟 (Muscicapa sibirica); 棕尾褐鹟 (Muscicapa ferruginea); 褐胸鹟 (Muscicapa muttui); 北灰鹟 (Muscicapa dauurica); 斑鹟 (Muscicapa striata),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Mycerobas,拟蜡嘴雀属,拟蜡嘴雀,3,黄颈拟蜡嘴雀 (Mycerobas affinis); 白点翅拟蜡嘴雀 (Mycerobas melanozanthos); 白斑翅拟蜡嘴雀 (Mycerobas carnipes),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Mycteria,,彩鹳,1,彩鹳 (Mycteria leucocephala),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Myiomela,,白尾蓝地鸲,1,白尾蓝地鸲 (Myiomela leucura),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Myophonus,紫啸鸫属,紫啸鸫,2,台湾紫啸鸫 (Myophonus insularis); 紫啸鸫 (Myophonus caeruleus),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Myzornis,,火尾绿鹛,1,火尾绿鹛 (Myzornis pyrrhoura),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Napothera,,鹛,3,纹胸鹪鹛 (Napothera epilepidota); 长嘴鹩鹛 (Napothera malacoptila); 瑙蒙短尾鹛 (Napothera naungmungensis),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Neophron,,白兀鹫,1,白兀鹫 (Neophron percnopterus),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Netta,,赤嘴潜鸭,1,赤嘴潜鸭 (Netta rufina),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Nettapus,,棉凫,1,棉凫 (Nettapus coromandelianus),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Niltava,仙鹟属,仙鹟,6,棕腹大仙鹟 (Niltava davidi); 棕腹仙鹟 (Niltava sundara); 棕腹蓝仙鹟 (Niltava oatesi); 台湾蓝仙鹟 (Niltava vivida); 大仙鹟 (Niltava grandis); 小仙鹟 (Niltava macgrigoriae),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Ninox,鹰鸮属,鹰鸮,2,北鹰鸮 (Ninox japonica); 鹰鸮 (Ninox scutulata),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Nipponia,,朱鹮,1,朱鹮 (Nipponia nippon),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Nisaetus,鹰雕属,鹰雕,2,凤头鹰雕 (Nisaetus cirrhatus); 鹰雕 (Nisaetus nipalensis),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Nucifraga,星鸦属,星鸦,3,北星鸦 (Nucifraga caryocatactes); 星鸦 (Nucifraga hemispila); 大斑星鸦 (Nucifraga multipunctata),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Numenius,杓鹬属,杓鹬,4,中杓鹬 (Numenius phaeopus); 小杓鹬 (Numenius minutus); 大杓鹬 (Numenius madagascariensis); 白腰杓鹬 (Numenius arquata),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Nycticorax,夜鹭属,夜鹭,2,夜鹭 (Nycticorax nycticorax); 棕夜鹭 (Nycticorax caledonicus),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Nyctyornis,,蓝须夜蜂虎,1,蓝须夜蜂虎 (Nyctyornis athertoni),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Oceanites,,黄蹼洋海燕,1,黄蹼洋海燕 (Oceanites oceanicus),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Oenanthe,,䳭,5,穗䳭 (Oenanthe oenanthe); 沙䳭 (Oenanthe isabellina); 漠䳭 (Oenanthe deserti); 白顶䳭 (Oenanthe pleschanka); 东方斑䳭 (Oenanthe picata),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Onychoprion,燕鸥属,燕鸥,3,白腰燕鸥 (Onychoprion aleuticus); 乌燕鸥 (Onychoprion fuscatus); 褐翅燕鸥 (Onychoprion anaethetus),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Onychostruthus,,白腰雪雀,1,白腰雪雀 (Onychostruthus taczanowskii),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Oriolus,,鹂,7,朱鹂 (Oriolus traillii); 鹊色鹂 (Oriolus mellianus); 黑头黄鹂 (Oriolus xanthornus); 印度金黄鹂 (Oriolus kundoo); 金黄鹂 (Oriolus oriolus); 黑枕黄鹂 (Oriolus chinensis); 细嘴黄鹂 (Oriolus tenuirostris),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Oroanassa,,海南鳽,1,海南鳽 (Oroanassa magnifica),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Orthotomus,缝叶莺属,缝叶莺,2,长尾缝叶莺 (Orthotomus sutorius); 黑喉缝叶莺 (Orthotomus atrogularis),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Otis,,大鸨,1,大鸨 (Otis tarda),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Otus,角鸮属,角鸮,7,黄嘴角鸮 (Otus spilocephalus); 西红角鸮 (Otus scops); 纵纹角鸮 (Otus brucei); 红角鸮 (Otus sunia); 琉球角鸮 (Otus elegans); 领角鸮 (Otus lettia); 北领角鸮 (Otus semitorques),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Oxyura,,白头硬尾鸭,1,白头硬尾鸭 (Oxyura leucocephala),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Pachyglossa,啄花鸟属,啄花鸟,3,厚嘴啄花鸟 (Pachyglossa agilis); 黄臀啄花鸟 (Pachyglossa chrysorrhea); 黄腹啄花鸟 (Pachyglossa melanozantha),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Pandion,,鹗,1,鹗 (Pandion haliaetus),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Panurus,,文须雀,1,文须雀 (Panurus biarmicus),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Paradoxornis,鸦雀属,鸦雀,8,红嘴鸦雀 (Paradoxornis aemodius); 三趾鸦雀 (Paradoxornis paradoxus); 褐鸦雀 (Paradoxornis unicolor); 白胸鸦雀 (Paradoxornis ruficeps); 红头鸦雀 (Paradoxornis bakeri); 灰头鸦雀 (Paradoxornis gularis); 点胸鸦雀 (Paradoxornis guttaticollis); 震旦鸦雀 (Paradoxornis heudei),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Parayuhina,,白领凤鹛,1,白领凤鹛 (Parayuhina diademata),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Parus,山雀属,山雀,3,欧亚大山雀 (Parus major); 大山雀 (Parus cinereus); 绿背山雀 (Parus monticolus),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Passer,麻雀属,麻雀,5,山麻雀 (Passer cinnamomeus); 麻雀 (Passer montanus); 黑顶麻雀 (Passer ammodendri); 黑胸麻雀 (Passer hispaniolensis); 家麻雀 (Passer domesticus),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Passerculus,,稀树草鹀,1,稀树草鹀 (Passerculus sandwichensis),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Pastor,,粉红椋鸟,1,粉红椋鸟 (Pastor roseus),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Pavo,,绿孔雀,1,绿孔雀 (Pavo muticus),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Pelargopsis,,鹳嘴翡翠,1,鹳嘴翡翠 (Pelargopsis capensis),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Pelecanus,鹈鹕属,鹈鹕,3,白鹈鹕 (Pelecanus onocrotalus); 斑嘴鹈鹕 (Pelecanus philippensis); 卷羽鹈鹕 (Pelecanus crispus),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Pellorneum,,鹛,3,棕头幽鹛 (Pellorneum ruficeps); 白腹幽鹛 (Pellorneum albiventre); 棕胸雅鹛 (Pellorneum tickelli),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Perdix,山鹑属,山鹑,3,高原山鹑 (Perdix hodgsoniae); 灰山鹑 (Perdix perdix); 斑翅山鹑 (Perdix dauurica),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Pericrocotus,山椒鸟属,山椒鸟,8,灰喉山椒鸟 (Pericrocotus solaris); 短嘴山椒鸟 (Pericrocotus brevirostris); 长尾山椒鸟 (Pericrocotus ethologus); 赤红山椒鸟 (Pericrocotus flammeus); 灰山椒鸟 (Pericrocotus divaricatus); 琉球山椒鸟 (Pericrocotus tegimae); 小灰山椒鸟 (Pericrocotus cantonensis); 粉红山椒鸟 (Pericrocotus roseus),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Periparus,山雀属,山雀,4,棕枕山雀 (Periparus rufonuchalis); 黑冠山雀 (Periparus rubidiventris); 煤山雀 (Periparus ater); 黄腹山雀 (Periparus venustulus),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Perisoreus,噪鸦属,噪鸦,2,北噪鸦 (Perisoreus infaustus); 黑头噪鸦 (Perisoreus internigrans),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Pernis,头蜂鹰属,头蜂鹰,2,鹃头蜂鹰 (Pernis apivorus); 凤头蜂鹰 (Pernis ptilorhynchus),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Petrochelidon,,黄额燕,1,黄额燕 (Petrochelidon fluvicola),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Petronia,,石雀,1,石雀 (Petronia petronia),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Phaenicophaeus,,绿嘴地鹃,1,绿嘴地鹃 (Phaenicophaeus tristis),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Phaethon,,鹲,3,红嘴鹲 (Phaethon aethereus); 红尾鹲 (Phaethon rubricauda); 白尾鹲 (Phaethon lepturus),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Phalacrocorax,鸬鹚属,鸬鹚,2,暗绿背鸬鹚 (Phalacrocorax capillatus); 普通鸬鹚 (Phalacrocorax carbo),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Phalaropus,瓣蹼鹬属,瓣蹼鹬,2,灰瓣蹼鹬 (Phalaropus fulicarius); 红颈瓣蹼鹬 (Phalaropus lobatus),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Phasianus,,雉鸡,1,雉鸡 (Phasianus colchicus),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Phodilus,,栗鸮,1,栗鸮 (Phodilus badius),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Phoebastria,信天翁属,信天翁,3,黑背信天翁 (Phoebastria immutabilis); 黑脚信天翁 (Phoebastria nigripes); 短尾信天翁 (Phoebastria albatrus),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Phoenicopterus,,大红鹳,1,大红鹳 (Phoenicopterus roseus),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Phoenicurus,,鸲,12,红背红尾鸲 (Phoenicurus erythronotus); 蓝额红尾鸲 (Phoenicurus frontalis); 蓝头红尾鸲 (Phoenicurus coeruleocephala); 白喉红尾鸲 (Phoenicurus schisticeps); 红尾水鸲 (Phoenicurus fuliginosus); 白顶溪鸲 (Phoenicurus leucocephalus); 贺兰山红尾鸲 (Phoenicurus alaschanicus); 赭红尾鸲 (Phoenicurus ochruros),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Phyllergates,,金头拟缝叶莺,1,金头拟缝叶莺 (Phyllergates cucullatus),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Phylloscopus,,莺,50,林柳莺 (Phylloscopus sibilatrix); 橙斑翅柳莺 (Phylloscopus pulcher); 灰喉柳莺 (Phylloscopus maculipennis); 淡眉柳莺 (Phylloscopus humei); 黄眉柳莺 (Phylloscopus inornatus); 云南柳莺 (Phylloscopus yunnanensis); 淡黄腰柳莺 (Phylloscopus chloronotus); 四川柳莺 (Phylloscopus forresti),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Pica,喜鹊属,喜鹊,3,欧亚喜鹊 (Pica pica); 青藏喜鹊 (Pica bottanensis); 喜鹊 (Pica serica),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Picoides,,三趾啄木鸟,1,三趾啄木鸟 (Picoides tridactylus),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Picumnus,,斑姬啄木鸟,1,斑姬啄木鸟 (Picumnus innominatus),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Picus,啄木鸟属,啄木鸟,6,黄冠啄木鸟 (Picus chlorolophus); 花腹绿啄木鸟 (Picus vittatus); 鳞喉绿啄木鸟 (Picus xanthopygaeus); 鳞腹绿啄木鸟 (Picus squamatus); 红颈绿啄木鸟 (Picus rabieri); 灰头绿啄木鸟 (Picus canus),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Pinicola,,松雀,1,松雀 (Pinicola enucleator),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Pitta,八色鸫属,八色鸫,4,印度八色鸫 (Pitta brachyura); 蓝翅八色鸫 (Pitta moluccensis); 绿胸八色鸫 (Pitta sordida); 仙八色鸫 (Pitta nympha),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Platalea,琵鹭属,琵鹭,2,白琵鹭 (Platalea leucorodia); 黑脸琵鹭 (Platalea minor),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Plectrophenax,,雪鹀,1,雪鹀 (Plectrophenax nivalis),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Plegadis,,彩鹮,1,彩鹮 (Plegadis falcinellus),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Ploceus,胸织雀属,胸织雀,2,纹胸织雀 (Ploceus manyar); 黄胸织雀 (Ploceus philippinus),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Pluvialis,,鸻,4,灰斑鸻 (Pluvialis squatarola); 欧金鸻 (Pluvialis apricaria); 金斑鸻 (Pluvialis fulva); 美洲金鸻 (Pluvialis dominica),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Pnoepyga,鹪鹛属,鹪鹛,4,鳞胸鹪鹛 (Pnoepyga albiventer); 台湾鹪鹛 (Pnoepyga formosana); 尼泊尔鹪鹛 (Pnoepyga immaculata); 小鳞胸鹪鹛 (Pnoepyga pusilla),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Podiceps,䴙䴘属,䴙䴘,4,赤颈䴙䴘 (Podiceps grisegena); 凤头䴙䴘 (Podiceps cristatus); 角䴙䴘 (Podiceps auritus); 黑颈䴙䴘 (Podiceps nigricollis),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Podoces,尾地鸦属,尾地鸦,2,黑尾地鸦 (Podoces hendersoni); 白尾地鸦 (Podoces biddulphi),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Poecile,山雀属,山雀,6,白眉山雀 (Poecile superciliosus); 红腹山雀 (Poecile davidi); 沼泽山雀 (Poecile palustris); 黑喉山雀 (Poecile hypermelaenus); 褐头山雀 (Poecile montanus); 川褐头山雀 (Poecile weigoldicus),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Poliolimnas,,白眉田鸡,1,白眉田鸡 (Poliolimnas cinereus),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Polyplectron,孔雀雉属,孔雀雉,2,海南孔雀雉 (Polyplectron katsumatae); 灰孔雀雉 (Polyplectron bicalcaratum),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Polysticta,,小绒鸭,1,小绒鸭 (Polysticta stelleri),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Pomatorhinus,嘴鹛属,嘴鹛,7,黑冠钩嘴鹛 (Pomatorhinus ferruginosus); 红嘴钩嘴鹛 (Pomatorhinus phayrei); 棕头钩嘴鹛 (Pomatorhinus ochraceiceps); 剑嘴鹛 (Pomatorhinus superciliaris); 棕颈钩嘴鹛 (Pomatorhinus ruficollis); 台湾棕颈钩嘴鹛 (Pomatorhinus musicus); 灰头钩嘴鹛 (Pomatorhinus schisticeps),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Porzana,,斑胸田鸡,1,斑胸田鸡 (Porzana porzana),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Prinia,山鹪莺属,山鹪莺,8,喜山山鹪莺 (Prinia crinigera); 山鹪莺 (Prinia striata); 黑胸山鹪莺 (Prinia atrogularis); 黑喉山鹪莺 (Prinia superciliaris); 暗冕山鹪莺 (Prinia rufescens); 灰胸山鹪莺 (Prinia hodgsonii); 黄腹山鹪莺 (Prinia flaviventris); 纯色山鹪莺 (Prinia inornata),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Procarduelis,,暗胸朱雀,1,暗胸朱雀 (Procarduelis nipalensis),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Prunella,岩鹨属,岩鹨,9,领岩鹨 (Prunella collaris); 高原岩鹨 (Prunella himalayana); 鸲岩鹨 (Prunella rubeculoides); 棕胸岩鹨 (Prunella strophiata); 棕眉山岩鹨 (Prunella montanella); 褐岩鹨 (Prunella fulvescens); 黑喉岩鹨 (Prunella atrogularis); 贺兰山岩鹨 (Prunella koslowi),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Psarisomus,,长尾阔嘴鸟,1,长尾阔嘴鸟 (Psarisomus dalhousiae),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
